id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
1068,yes,adult,529172,37.8,84,20,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,normal,distend_small,73,10.2,cloudy,2.6,yes,2206,0,0,yes,euthanized
1069,no,adult,530251,38.1,104,35,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,5,absent,distend_small,75,5.5,serosanguious,4.6,yes,3207,0,0,no,died
1070,no,adult,529340,38,48,20,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5,decreased,firm,40,6.5,clear,1.5,no,9400,0,0,yes,lived
1071,no,adult,534115,38.6,40,16,normal,normal,pale_pink,less_3_sec,mild_pain,hypermotile,,slight,more_1_liter,2,increased,other,36,61,clear,2,no,0,0,0,yes,lived
1072,no,adult,529424,38.5,54,24,warm,normal,normal_pink,less_3_sec,alert,hypermotile,,slight,,7,decreased,other,49,7,clear,3.6,no,3111,0,0,yes,lived
1073,yes,adult,529172,38.7,108,42,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,,,7,decreased,normal,45,7.2,cloudy,2.7,yes,31110,0,0,yes,lived
1074,no,adult,530670,36.6,96,28,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,,more_1_liter,5.5,absent,distend_small,33,6.6,serosanguious,6.6,yes,1400,0,0,yes,died
1075,no,adult,527829,38.3,52,18,cold,normal,bright_red,more_3_sec,depressed,absent,,slight,more_1_liter,5,normal,distend_large,48,7.2,cloudy,3.2,no,5111,0,0,yes,lived
1076,no,adult,528653,37.8,48,16,normal,normal,normal_pink,less_3_sec,alert,hypomotile,,slight,more_1_liter,5.5,,other,44,7.5,clear,1,no,3111,0,0,yes,lived
1077,no,adult,528812,38.5,40,9,warm,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7,normal,distend_large,48,7.6,clear,2.6,no,3111,0,0,yes,lived
1078,yes,adult,529272,38.9,60,30,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,6.5,absent,distend_small,47,6.5,cloudy,2.7,yes,2300,0,0,no,euthanized
1079,yes,adult,530001,38.1,108,32,cold,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,7.5,absent,distend_small,75,8.3,clear,7,yes,2209,0,0,no,euthanized
1080,no,adult,528800,37.6,48,20,cool,,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,,4.5,decreased,firm,45,7.5,cloudy,2.3,no,400,0,0,yes,lived
1081,yes,adult,528548,37.1,52,12,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,3,decreased,distend_small,50,7,serosanguious,3.6,yes,2124,0,0,yes,lived
1082,yes,adult,529667,39.5,92,24,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,,,more_1_liter,2,increased,distend_large,67,7,clear,3.6,yes,7111,0,0,no,died
1083,yes,adult,528890,38.1,75,18,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,7,absent,,52,6.8,serosanguious,4.3,yes,7209,0,0,no,died
1084,yes,adult,527463,38.5,129,14,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5,,distend_small,57,8.9,,6.6,yes,2208,0,0,no,lived
1085,yes,adult,534293,38.5,60,20,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2,absent,distend_large,50,81,cloudy,2,yes,3111,0,0,no,lived
1086,yes,adult,530381,38.5,86,24,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,,4.4,decreased,distend_large,45,7.5,cloudy,3.9,yes,3209,0,0,yes,died
1087,yes,adult,528548,37.8,96,30,cool,reduced,pale_pink,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_large,45,7.5,clear,3.7,yes,4205,0,0,yes,died
1088,yes,adult,528570,38.1,66,12,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,,slight,,3,increased,distend_large,44,6,cloudy,3.6,yes,3111,0,0,yes,died
1089,yes,adult,528183,38.3,45,12,cool,normal,pale_pink,less_3_sec,,hypermotile,,slight,more_1_liter,6.5,normal,distend_small,39,7,cloudy,1.5,yes,2112,0,0,no,lived
1090,yes,adult,530242,37.3,96,30,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,,more_1_liter,4,absent,distend_large,57,4.5,serosanguious,4.1,yes,2205,0,0,yes,died
1091,yes,adult,535292,38.5,129,30,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,,2,,,57,66,serosanguious,2,yes,2206,0,0,no,lived
1092,yes,adult,533968,37.8,60,16,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,,more_1_liter,2,absent,distend_large,52,75,serosanguious,2,yes,3205,0,0,no,euthanized
1093,no,adult,529183,37.5,40,16,normal,normal,normal_pink,less_3_sec,alert,normal,,,more_1_liter,5,normal,,40,7.5,cloudy,1.3,no,0,0,0,yes,lived
1094,yes,adult,528134,38.2,104,36,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,2,decreased,distend_large,37,6.5,serosanguious,2,yes,7400,0,0,yes,died
1095,yes,adult,5275212,38,96,28,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,4.5,absent,distend_small,69,8.1,serosanguious,4.5,yes,2205,0,0,no,died
1096,no,adult,534293,38.5,68,20,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,,slight,more_1_liter,2,increased,,50,75,serosanguious,2,no,0,0,0,no,lived
1097,yes,adult,529888,37.5,60,24,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,,3,absent,distend_small,57,8.1,serosanguious,4.5,yes,2208,0,0,yes,euthanized
1098,yes,adult,530001,38.6,60,30,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,,3,absent,distend_large,43,6,cloudy,3.6,yes,2209,0,0,yes,died
1099,yes,adult,534115,38.2,88,20,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,1,absent,distend_small,34,68,clear,1,yes,2208,0,0,no,lived
1100,no,adult,529135,38.6,44,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,,7,absent,distend_large,39,6.5,clear,5,no,5205,0,0,yes,lived
1101,no,adult,527365,38,44,24,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,,less_1_liter,7,decreased,firm,41,6.1,clear,5.3,no,3111,0,0,no,lived
1102,yes,young,527524,38.3,80,30,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,,7,normal,,37,6.5,serosanguious,3.6,yes,2208,0,0,no,died
1103,yes,adult,529373,38.3,48,28,,normal,normal_pink,less_3_sec,alert,hypomotile,moderate,,more_1_liter,5.3,absent,normal,39,6.6,cloudy,3.3,yes,4205,0,0,yes,lived
1104,yes,adult,530693,38.7,52,51,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,2,absent,distend_small,33,7,,1,yes,2208,0,0,no,died
1105,yes,adult,5299603,39.3,60,20,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,3,normal,distend_small,30,6.5,clear,3,yes,31110,0,0,no,lived
1106,yes,adult,528151,39.5,84,36,,reduced,bright_pink,less_3_sec,depressed,hypomotile,moderate,slight,,5,absent,distend_small,37,6.5,serosanguious,6,yes,4124,0,0,yes,lived
1107,yes,adult,527544,37.6,114,48,cool,reduced,pale_pink,more_3_sec,depressed,absent,slight,slight,more_1_liter,5,normal,distend_small,57,8,clear,2,yes,2112,0,0,no,died
1108,yes,adult,527365,38,98,36,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,significant,,4.4,absent,distend_small,69,7.8,serosanguious,4.4,yes,2209,0,0,yes,lived
1109,yes,adult,5275212,38.7,100,12,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,significant,more_1_liter,2,absent,distend_small,52,72,serosanguious,3.3,yes,2205,0,0,no,euthanized
1110,yes,adult,530242,37.2,108,12,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,,6,absent,distend_small,52,8.6,serosanguious,7.4,yes,2207,0,0,no,euthanized
1111,no,adult,5290482,37.6,48,20,normal,normal,bright_red,more_3_sec,depressed,normal,,,more_1_liter,6.2,decreased,firm,48,8,,5.2,no,5206,0,0,yes,euthanized
1112,no,adult,529461,40.3,114,36,cool,reduced,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,decreased,distend_large,57,8.1,serosanguious,4.5,yes,7400,0,0,yes,euthanized
1113,yes,adult,528904,38,110,28,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.3,absent,distend_large,50,7.5,cloudy,1,yes,31110,0,0,yes,euthanized
1114,no,adult,527883,38.3,52,18,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,,more_1_liter,5,absent,distend_small,37,7.6,clear,5.3,yes,31110,0,0,yes,lived
1115,yes,adult,528548,37.9,68,20,normal,normal,bright_red,less_3_sec,mild_pain,hypomotile,,slight,,3,decreased,distend_large,44,6,cloudy,3.6,yes,2124,0,0,yes,lived
1116,no,adult,5291329,38.4,56,24,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,,more_1_liter,5.5,normal,firm,49,6.5,clear,5,no,0,0,0,yes,lived
1117,yes,adult,533736,38,120,80,cool,reduced,dark_cyanotic,more_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,2,absent,distend_small,68,80,serosanguious,2,no,2209,0,0,no,euthanized
1118,yes,adult,529663,38.4,86,24,cool,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5,absent,distend_small,47,6.3,serosanguious,3.6,yes,7111,0,0,no,died
1119,yes,adult,533928,39.7,100,24,cool,reduced,pale_cyanotic,less_3_sec,,absent,severe,,more_1_liter,2,,distend_large,52,75,cloudy,2,yes,2205,0,0,no,euthanized
1120,yes,adult,530366,37.2,36,32,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,4,decreased,distend_large,50,5.9,cloudy,2.6,yes,2208,0,0,yes,died
1121,yes,adult,530693,38.2,84,36,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,5,absent,distend_small,57,7.5,serosanguious,2,yes,2205,0,0,no,died
1122,yes,adult,529663,39.1,88,50,normal,reduced,bright_red,more_3_sec,mild_pain,hypomotile,slight,,more_1_liter,5.4,absent,firm,51,8.4,cloudy,2.6,no,2208,0,0,yes,lived
1123,yes,adult,529840,38,164,36,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,,more_1_liter,5.5,absent,distend_small,64,8.6,clear,3.3,yes,4205,0,0,no,died
1124,yes,adult,5299603,38.3,60,16,cool,normal,normal_pink,less_3_sec,depressed,hypermotile,,,,3,normal,distend_small,30,6,clear,3,yes,31110,0,0,no,lived
1125,no,adult,534519,37.1,84,30,cool,reduced,pale_pink,3,mild_pain,absent,moderate,significant,less_1_liter,2,absent,distend_large,75,81,cloudy,1,yes,1400,0,0,no,euthanized
1126,yes,young,533886,38,104,70,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,,more_1_liter,2,absent,,47,54,serosanguious,2,yes,2205,0,0,no,lived
1127,yes,adult,529667,39.3,114,36,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,slight,,,7,,distend_small,57,8.1,serosanguious,2,yes,2113,0,0,no,lived
1128,yes,adult,528469,39.2,100,50,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,slight,,3,absent,distend_small,60,8.1,cloudy,3.6,yes,2208,0,0,yes,lived
1129,yes,adult,534293,38.2,130,16,cool,reduced,pale_pink,less_3_sec,depressed,absent,severe,,,2,,,66,82,cloudy,2,no,2209,0,0,no,euthanized
1130,yes,adult,529475,38.4,52,30,normal,normal,pale_pink,less_3_sec,alert,hypomotile,slight,,more_1_liter,4,,other,37,6.6,cloudy,5,yes,3111,0,0,yes,lived
1131,yes,adult,530242,38,108,12,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,slight,slight,,4,decreased,distend_small,47,6.3,serosanguious,3.2,yes,2207,0,0,no,lived
1132,yes,adult,528183,38.1,52,68,normal,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,absent,distend_small,43,7.5,cloudy,1.6,yes,2112,0,0,yes,lived
1133,yes,adult,534073,37.8,52,48,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7,normal,distend_small,48,53,serosanguious,2.6,yes,2205,0,0,no,lived
1134,yes,adult,5278331,36.7,84,30,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,4.5,absent,distend_large,40,7.8,serosanguious,2.6,yes,3205,0,0,yes,died
1135,no,adult,528630,36.1,78,24,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,,more_1_liter,6,absent,distend_small,49,8.1,serosanguious,4.1,yes,4205,0,0,yes,died
1136,no,adult,533692,37.8,88,28,cool,reduced,,less_3_sec,severe_pain,absent,,,more_1_liter,1,absent,,33,64,cloudy,2,yes,3205,0,0,no,euthanized
1137,yes,adult,529461,39.1,164,48,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,6.5,,distend_small,65,7.8,serosanguious,4.5,yes,2205,0,0,no,died
1138,yes,adult,534115,38.2,60,36,normal,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,severe,,more_1_liter,2,absent,distend_large,42,72,cloudy,1,yes,2208,0,0,no,lived
1139,no,adult,535196,38.2,129,48,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2,,distend_large,57,66,serosanguious,2,yes,3205,0,0,no,euthanized
1140,no,adult,528469,37.1,88,24,cold,reduced,pale_cyanotic,less_3_sec,extreme_pain,absent,moderate,slight,,4.4,absent,distend_large,60,7.5,serosanguious,2.6,yes,3205,0,0,yes,died
1141,yes,adult,5290409,39.1,84,36,,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,7,absent,distend_small,40,7.5,serosanguious,5.3,yes,2208,0,0,yes,died
1142,yes,adult,534925,38.7,120,48,cool,reduced,bright_red,less_3_sec,,hypomotile,slight,,more_1_liter,2,,,56,64,,2,no,1400,0,0,no,euthanized
1143,yes,adult,529667,40.3,114,36,cool,normal,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,less_1_liter,7,absent,distend_small,57,7.5,serosanguious,4.5,yes,2305,0,0,no,lived
1144,yes,adult,5282839,39.4,114,60,cool,reduced,bright_red,more_3_sec,depressed,absent,severe,,,7,normal,distend_small,57,8.6,cloudy,3.9,no,2208,0,0,yes,died
1145,yes,adult,530002,39,100,51,cold,reduced,dark_cyanotic,less_3_sec,depressed,absent,,,more_1_liter,2,absent,distend_small,59,8.2,cloudy,2.6,yes,2113,0,0,no,lived
1146,yes,adult,529461,38.1,108,36,normal,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,absent,distend_large,51,11,serosanguious,4.5,yes,7111,0,0,yes,died
1147,yes,adult,529685,37.3,30,68,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,less_1_liter,6.5,,distend_small,36,5.9,serosanguious,4.1,yes,2208,0,0,yes,lived
1148,yes,adult,533836,38.5,88,48,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,2,absent,distend_small,42,67,cloudy,2.6,no,2205,0,0,yes,lived
1149,yes,adult,529386,37.9,80,16,normal,reduced,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,2,absent,distend_small,55,50,serosanguious,2,yes,2205,0,0,yes,lived
1150,yes,adult,5291409,38.7,164,18,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,,less_1_liter,4,normal,distend_large,49,8,cloudy,8,yes,9400,0,0,yes,lived
1151,no,adult,528019,37.9,48,16,normal,normal,normal_pink,less_3_sec,alert,normal,,slight,less_1_liter,4.3,normal,normal,36,6.5,cloudy,2.6,no,0,0,0,yes,lived
1152,yes,young,533885,38.1,48,14,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,moderate,,more_1_liter,1,normal,,33,65,cloudy,2,yes,3111,0,0,yes,lived
1153,yes,adult,528570,38.1,72,60,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,,3,decreased,distend_small,44,6,cloudy,3.4,yes,2209,0,0,yes,died
1154,yes,adult,529388,39.3,88,28,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,4.5,decreased,normal,45,7.2,serosanguious,3.4,yes,2208,0,0,yes,died
1155,yes,young,529135,39.3,66,12,cool,normal,bright_pink,less_3_sec,severe_pain,normal,slight,slight,,3,increased,,58,7,clear,2.4,yes,7111,0,0,no,lived
1156,yes,adult,534556,37.1,84,40,cool,reduced,dark_cyanotic,less_3_sec,depressed,absent,,,less_1_liter,2,normal,distend_small,75,81,cloudy,2,yes,2208,0,0,no,euthanized
1157,yes,adult,530401,37.9,68,20,,normal,bright_pink,less_3_sec,depressed,absent,slight,,,5,normal,distend_large,45,4,serosanguious,2.8,yes,5400,0,0,yes,died
1158,no,adult,528996,38.6,54,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,,more_1_liter,5,normal,firm,49,8.1,clear,5,no,0,0,0,yes,lived
1159,yes,adult,527702,37.3,75,30,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,,more_1_liter,5,absent,distend_small,48,7.2,serosanguious,3.2,yes,2208,0,0,no,died
1160,no,adult,534478,38.1,52,16,normal,normal,pale_pink,less_3_sec,severe_pain,absent,,slight,more_1_liter,1,normal,distend_small,46,51,clear,1,yes,2209,0,0,no,euthanized
1161,yes,adult,528214,39.1,112,30,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,absent,distend_small,57,7.5,serosanguious,4,yes,2206,0,0,no,died
1162,no,adult,528702,38.1,112,12,cool,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,slight,,4.5,absent,distend_small,54,7.6,cloudy,3.9,yes,2112,0,0,yes,died
1163,yes,adult,534857,38.2,52,32,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2,decreased,distend_small,50,75,serosanguious,2,yes,2209,0,0,no,lived
1164,yes,adult,5279822,36.1,100,30,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,significant,,4,absent,distend_large,45,9.1,serosanguious,4.9,yes,3205,0,0,yes,died
1165,yes,adult,533902,38,88,24,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5,absent,distend_small,46,75,clear,2,yes,31110,0,0,yes,euthanized
1166,yes,adult,529840,37.5,64,48,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,,less_1_liter,4,decreased,normal,44,4.6,serosanguious,7.4,yes,3025,0,0,yes,died
1167,yes,adult,535158,38,120,60,cold,reduced,bright_red,more_3_sec,depressed,absent,severe,,more_1_liter,2,,distend_small,68,75,cloudy,1,yes,2208,0,0,yes,euthanized
1168,yes,adult,526802,38.1,44,18,warm,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,,3,absent,distend_large,39,7.5,cloudy,2.2,no,3111,0,0,yes,lived
1169,yes,adult,533692,37.6,88,20,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,1,absent,,33,66,cloudy,2,yes,2208,0,0,no,euthanized
1170,yes,adult,528743,38,66,24,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,,,,4.5,absent,,44,6.4,serosanguious,2.6,yes,2205,0,0,yes,died
1171,yes,adult,528548,39.6,66,12,cool,reduced,bright_red,less_3_sec,mild_pain,hypermotile,,slight,,3,increased,distend_large,44,6,cloudy,3.6,yes,2124,0,0,yes,lived
1172,yes,adult,535043,38.5,100,51,cool,absent,bright_red,more_3_sec,depressed,absent,,slight,,2,,distend_small,66,13,serosanguious,2,yes,2208,0,0,no,lived
1173,yes,adult,534403,37.4,60,30,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,2,normal,distend_large,66,69,cloudy,1,yes,3111,0,0,no,lived
1174,yes,adult,528461,38,66,12,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,3,decreased,distend_small,31.5,6,cloudy,1.6,yes,2205,0,0,yes,lived
1175,yes,adult,528743,37.1,75,36,,normal,dark_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5,absent,distend_small,48,7.4,serosanguious,3.2,yes,12208,0,0,yes,died
1176,yes,adult,528469,38,136,24,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,,3,absent,distend_small,43,7.5,cloudy,3.6,yes,2209,0,0,yes,died
1177,no,adult,5297379,37.7,60,20,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,,more_1_liter,7,decreased,distend_small,47,8.3,clear,3.4,no,2208,0,0,no,lived
1178,yes,adult,530612,36.5,100,24,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,more_1_liter,2,absent,distend_small,52,6,serosanguious,3.4,yes,2208,0,0,yes,lived
1179,no,adult,529642,38.2,44,36,normal,normal,pale_pink,less_3_sec,alert,normal,,slight,less_1_liter,4.5,normal,,44,7,cloudy,4.1,no,0,0,0,yes,lived
1180,yes,adult,530478,37.3,88,24,cool,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.3,absent,distend_small,45,8,serosanguious,4.1,yes,2209,0,0,yes,died
1181,yes,adult,534478,39.2,88,51,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,,less_1_liter,2,absent,distend_small,43,51,clear,2,no,2113,0,0,no,lived
1182,yes,adult,528890,38.2,80,44,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,decreased,normal,54,4.7,serosanguious,3.6,yes,7111,0,0,yes,died
1183,no,adult,530381,38,104,40,cool,reduced,bright_red,more_3_sec,severe_pain,absent,severe,significant,less_1_liter,3,,distend_large,73,10.2,clear,3.6,yes,41110,0,0,yes,euthanized
1184,yes,adult,534519,37.1,84,40,cool,normal,dark_cyanotic,less_3_sec,depressed,absent,severe,significant,less_1_liter,2,absent,distend_large,75,81,clear,2,no,1400,0,0,no,euthanized
1185,yes,adult,527524,36.8,108,24,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2,absent,distend_small,66,7.5,serosanguious,2.6,yes,2208,0,0,no,died
1186,yes,adult,530693,37.8,48,18,cool,normal,normal_pink,less_3_sec,depressed,hypomotile,,,less_1_liter,4.5,normal,normal,46,5.7,cloudy,10.1,no,31110,0,0,yes,euthanized
1187,yes,adult,528904,37.5,72,60,,normal,bright_red,less_3_sec,slight,hypomotile,,slight,less_1_liter,5,absent,distend_small,48,8,serosanguious,2.3,yes,2207,0,0,no,euthanized
1188,no,adult,528247,38.6,54,20,normal,normal,pale_pink,less_3_sec,alert,hypomotile,,slight,more_1_liter,5,,other,49,7,cloudy,5,no,3111,0,0,yes,lived
